filename,width,height,class,xmin,ymin,xmax,ymax
trash71_jpg.rf.55cd868663016b97bf7ec3943a1b7e9b.jpg,300,300,Trash,91,40,244,268
IMG_20200916_134203_mod_jpg.rf.95ccf0e87a274ecc70d13423cd8d6b46.jpg,300,300,Cup,54,39,228,185
jn_jpg.rf.1b4bdee95f4f8cacc45522ff9a3a05c4.jpg,300,300,Plastic-bottle,27,56,278,104
jn_jpg.rf.1b4bdee95f4f8cacc45522ff9a3a05c4.jpg,300,300,Plastic-bottle,28,117,278,165
jn_jpg.rf.1b4bdee95f4f8cacc45522ff9a3a05c4.jpg,300,300,Plastic-bottle,28,179,278,228
cup-23_jpg.rf.e24fc7c275967b3a70bf52db431c9879.jpg,300,300,Cup,12,69,178,218
cup-23_jpg.rf.e24fc7c275967b3a70bf52db431c9879.jpg,300,300,Cup,82,123,294,239
IMG_20200916_135032_mod_jpg.rf.2cb791b546d14ff85e93abc6d1c34ce6.jpg,300,300,Plastic-bottle,67,138,203,202
IMG_20200916_135136_mod_jpg.rf.2705d1409a81a97761fd3a68fc153ed4.jpg,300,300,Plastic-bottle,52,70,284,244
cup-82_jpg.rf.c572998f28624cf0bc0f8e244e5158be.jpg,300,300,Cup,98,101,185,211
cup-114_jpg.rf.755f0f57cdc733bdc87d128778cfffdd.jpg,300,300,Cup,97,115,141,153
can-70_jpg.rf.3cfe9f2d9451eee7b277954c843e30ca.jpg,300,300,Can,146,128,300,300
IMG_20200916_135204_mod_jpg.rf.5a847adec3ea339141ffbaa25640ff83.jpg,300,300,Plastic-bottle,64,76,262,204
plastic132plastic_bottle_jpg.rf.74877259104f6011be9b6ff41b0f16a5.jpg,300,300,Plastic-bottle,16,92,300,300
cup-132_jpg.rf.c383b620e14552ff8949f09715f8a527.jpg,300,300,Cup,103,150,203,209
can-133_jpg.rf.d0af569423b90cbcda79d856bbe5c5d1.jpg,300,300,Can,87,90,177,215
pl_bottle-99_jpg.rf.e19b8e8b7ae8bdeb48b9d4e980f5db7b.jpg,300,300,Plastic-bottle,74,16,202,219
metal168can_jpg.rf.f422a1322100b589d103835468361c16.jpg,300,300,Can,2,68,300,300
IMG_20200916_134541_mod_jpg.rf.f9a306483a45dfb3b7f005784fa08598.jpg,300,300,Cup,97,83,197,180
metal146can_jpg.rf.6444fbf20a5b064beab153e2f9a8acae.jpg,300,300,Can,64,77,234,301
IMG_20200926_115002_jpg.rf.bd21d6bc1dc8650d9b6372efa4d3ed41.jpg,300,300,Can,168,120,266,218
applauding_057_jpg.rf.b6323b8aae940f74836ca2d5f46d582e.jpg,300,300,Plastic-bottle,152,2,300,99
cup-70_jpg.rf.c633b919a766ffc6f801d4d8589e0efa.jpg,300,300,Cup,36,46,272,277
rocks-3772030_640_jpg.rf.9e8b226196aa02b438d48cad8f470051.jpg,300,300,Can,152,144,280,201
plastic135plastic_bottle_jpg.rf.a0f0f45bf65192d040a64012ead1d72c.jpg,300,300,Plastic-bottle,68,101,210,210
IMG_20201004_164231_jpg.rf.ba40e92c0b92dac314b15d0d30d9b35c.jpg,300,300,Cup,103,109,177,167
pl_bottle-9_jpg.rf.3c3a8011a356b1ec02159101c5f8ea3f.jpg,300,300,Plastic-bottle,203,152,300,300
can-174_jpg.rf.b5ef8f4174fec415e4b9896dcdd23f12.jpg,300,300,Can,109,153,139,181
trash51_jpg.rf.dbf87bf5c27442b4485d31b6314b0db3.jpg,300,300,Trash,47,92,278,166
plastic75plastic_bottle_jpg.rf.f20acab1bf2faf44fe21534296570dc1.jpg,300,300,Plastic-bottle,2,47,236,220
IMG_20200916_191414_mod_jpg.rf.0981efd09d1dafad7f8541b31d7d0192.jpg,300,300,Cup,41,73,205,191
trash105_jpg.rf.94cc703a7bc49a93763499893e197a4e.jpg,300,300,Trash,101,66,239,234
Webcam-1600271804_mod_png.rf.436f8d492cd17334c2c4e7800baa8590.jpg,300,300,Cup,219,83,281,133
Webcam-1600271711_mod_png.rf.563e83e6c21c78c123caa5d982f6670e.jpg,300,300,Plastic-bottle,160,31,301,241
IMG_20201004_163709_jpg.rf.3f576ac13ce40b4fcfb6f135e07be052.jpg,300,300,Trash,117,39,231,204
IMG_20200916_161226_mod_jpg.rf.9e2907ae79a7de94c3a5d397b0fe4e66.jpg,300,300,Plastic-bottle,61,114,261,204
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,129,163,213,268
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,238,259,299,300
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,198,2,267,86
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,198,159,300,219
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,93,18,185,108
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,58,2,165,75
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,14,149,145,243
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Plastic-bottle,1,145,99,232
pollution_jpg.rf.0eb4fd33171b01134a25c5d617f19e7d.jpg,300,300,Trash,1,230,114,300
IMG_20200916_191102_mod_jpg.rf.5e996ca7a35c09e851f1dc7f7e45bd0b.jpg,300,300,Plastic-bottle,40,126,282,226
lllll_jpg.rf.597430f29d6eb0673c015e0a2a676f29.jpg,300,300,Can,22,48,296,286
IMG_20200916_134942_mod_jpg.rf.d22331c04412050112941ff9e0684891.jpg,300,300,Cup,21,42,141,162
IMG_20200916_134942_mod_jpg.rf.d22331c04412050112941ff9e0684891.jpg,300,300,Cup,143,215,235,300
can-93_jpg.rf.46dc71cf3c0a19cfdf79f11f903096e7.jpg,300,300,Can,69,114,210,208
plastic104plastic_bottle_jpg.rf.a00ebdea26a1d60eb1c41b293b2af26e.jpg,300,300,Plastic-bottle,112,50,237,300
plastic154plastic_bottle_jpg.rf.800384c61e52694d51115aa1b8f23d5c.jpg,300,300,Plastic-bottle,127,114,187,168
trash89_jpg.rf.58ce63aebc02190303f71894dbbba18b.jpg,300,300,Trash,66,2,236,292
can-160_jpg.rf.a48dd709beaf2b7ae886a80f2c8a7743.jpg,300,300,Can,101,131,146,149
IMG_20200916_161233_mod_jpg.rf.1f6ce978f7a0eb5d68382e1dad734f1d.jpg,300,300,Plastic-bottle,178,141,226,239
trash133_jpg.rf.204929d9c3c4dd29ebc0bd1a47164a1a.jpg,300,300,Trash,124,125,191,197
plastic471plastic_bottle_jpg.rf.4b3ebfae89c2c27518c5044cbdf46161.jpg,300,300,Plastic-bottle,44,7,220,275
trash109_jpg.rf.12c77087e409a63da536122da1ef9876.jpg,300,300,Trash,49,55,203,275
glass-5501649_640_jpg.rf.7246712bcb91a8e7730ee83cce03138d.jpg,300,300,Cup,57,73,245,245
IMG_20200916_191250_mod_jpg.rf.543d76c7d4d7e0f8f2338d6bfb1c52ef.jpg,300,300,Cup,58,117,166,229
IMG_20200916_191250_mod_jpg.rf.543d76c7d4d7e0f8f2338d6bfb1c52ef.jpg,300,300,Cup,238,106,280,148
Webcam-1600271734_mod_png.rf.ff608fd50298f544f35a1388d1f0c4aa.jpg,300,300,Plastic-bottle,204,140,266,228
IMG_20200926_114939_jpg.rf.46a694e5c521522bda877bf19c5f37a4.jpg,300,300,Plastic-bottle,35,113,293,220
plastic127plastic_bottle_jpg.rf.9a39d4788f23f5d21baa6fb783c55913.jpg,300,300,Plastic-bottle,138,66,279,214
starbucks-922862_640_jpg.rf.49b201a7debd882ff57bf868cdd1b3c4.jpg,300,300,Cup,171,88,215,196
starbucks-922862_640_jpg.rf.49b201a7debd882ff57bf868cdd1b3c4.jpg,300,300,Cup,215,90,259,198
IMG_20200916_180836_mod_jpg.rf.df42219e271017a30f1d62a79ff4519b.jpg,300,300,Trash,118,105,219,212
IMG_20200916_134638_mod_jpg.rf.24715f7dbe37b2c7148fd3033a15d573.jpg,300,300,Plastic-bottle,145,135,206,257
IMG_20200916_134638_mod_jpg.rf.24715f7dbe37b2c7148fd3033a15d573.jpg,300,300,Cup,143,44,197,107
IMG_20200916_135100_mod_jpg.rf.46fa0d34403cd4f0d1c1a3c84d5aab2e.jpg,300,300,Plastic-bottle,52,97,210,245
pl_bottle-114_jpg.rf.dce2ef901f7eaa0b8e07ed92e04d933f.jpg,300,300,Plastic-bottle,90,23,206,274
pl_bottle-114_jpg.rf.dce2ef901f7eaa0b8e07ed92e04d933f.jpg,300,300,Plastic-bottle,66,34,96,119
pl_bottle-191_jpg.rf.f36f6c1e9fe99f32e8cf42f4cf030efc.jpg,300,300,Plastic-bottle,109,85,173,206
Webcam-1600271711_mod_png.rf.78ca4d0229a9c6bfccc6f583888aeb66.jpg,300,300,Plastic-bottle,31,2,241,143
IMG_20200920_164244_jpg.rf.4112e427739822ff1c53a5990e625a12.jpg,300,300,Trash,110,117,198,227
IMG_20200923_164428_jpg.rf.985011ff8a7e7f2ec062346c5c0081dc.jpg,300,300,Can,64,83,150,177
plastic75plastic_bottle_jpg.rf.89f909e4279393a2c683413a5d9b845e.jpg,300,300,Plastic-bottle,66,83,300,256
trash3_jpg.rf.b6effd3a9a5014921e6734cab4b6ae4e.jpg,300,300,Trash,2,2,301,300
IMG_20201004_164321_jpg.rf.2752ef3c00dfc8a9f6544fc2fa9bee59.jpg,300,300,Cup,121,90,242,203
cup-130_jpg.rf.c24dce8d8a238ab09fc12d5c2dd63103.jpg,300,300,Cup,121,74,216,172
ommom_jpg.rf.6d62891ee5e701de2a9cf7b4b510717b.jpg,300,300,Can,106,49,248,129
kojo_jpg.rf.aa865d5a06e786aecc126d0734247ef9.jpg,300,300,Plastic-bottle,58,49,234,93
kojo_jpg.rf.aa865d5a06e786aecc126d0734247ef9.jpg,300,300,Plastic-bottle,81,186,248,266
kojo_jpg.rf.aa865d5a06e786aecc126d0734247ef9.jpg,300,300,Plastic-bottle,43,105,183,213
kojo_jpg.rf.aa865d5a06e786aecc126d0734247ef9.jpg,300,300,Plastic-bottle,89,91,245,185
pl_bottle-257_jpg.rf.aa63d2999d530b0e7b43fdeac5d8fe7c.jpg,300,300,Plastic-bottle,26,2,257,107
pl_bottle-257_jpg.rf.aa63d2999d530b0e7b43fdeac5d8fe7c.jpg,300,300,Plastic-bottle,65,107,155,265
pl_bottle-257_jpg.rf.aa63d2999d530b0e7b43fdeac5d8fe7c.jpg,300,300,Plastic-bottle,245,12,301,142
pl_bottle-257_jpg.rf.aa63d2999d530b0e7b43fdeac5d8fe7c.jpg,300,300,Plastic-bottle,134,76,301,268
pl_bottle-257_jpg.rf.aa63d2999d530b0e7b43fdeac5d8fe7c.jpg,300,300,Plastic-bottle,1,87,99,259
IMG_20200916_190915_mod_jpg.rf.f027f71aafa4de9d24c1c19db10e5bb3.jpg,300,300,Plastic-bottle,83,121,193,267
beer-cans-444781_640_jpg.rf.aec1742990f646cb7f0d53b84bbfeb11.jpg,300,300,Can,81,53,126,215
beer-cans-444781_640_jpg.rf.aec1742990f646cb7f0d53b84bbfeb11.jpg,300,300,Can,140,14,170,120
beer-cans-444781_640_jpg.rf.aec1742990f646cb7f0d53b84bbfeb11.jpg,300,300,Can,170,39,207,134
plastic51plastic_bottle_jpg.rf.d71b277aabe8230f38901ca571d4c970.jpg,300,300,Plastic-bottle,2,22,226,194
pl_bottle-79_jpg.rf.09078cca4c683597ee8e3671640a5219.jpg,300,300,Plastic-bottle,75,20,181,289
pl_bottle-138_jpg.rf.db84c1e393b87feb50ee9b44fb124361.jpg,300,300,Plastic-bottle,35,3,140,283
pl_bottle-138_jpg.rf.db84c1e393b87feb50ee9b44fb124361.jpg,300,300,Plastic-bottle,170,73,208,173
canette_jpg.rf.fe1233c60476c1eefdfa1471b6724537.jpg,300,300,Can,92,116,245,216
plastic134plastic_bottle_jpg.rf.f3f0a19e7eb4c79787c1e9031deab984.jpg,300,300,Plastic-bottle,38,85,294,232
can-136_jpg.rf.4daa956d648840f4e7cb7ac262af9a63.jpg,300,300,Can,32,22,116,103
can-136_jpg.rf.4daa956d648840f4e7cb7ac262af9a63.jpg,300,300,Can,42,181,139,278
can-136_jpg.rf.4daa956d648840f4e7cb7ac262af9a63.jpg,300,300,Can,168,69,284,299
dish-wash-bottle-500x500_jpg.rf.29e6a702022e074efdfc0840fa044826.jpg,300,300,Plastic-bottle,13,36,295,152
dish-wash-bottle-500x500_jpg.rf.29e6a702022e074efdfc0840fa044826.jpg,300,300,Plastic-bottle,20,182,254,275
pl_bottle-162_jpg.rf.8a24a55ae6b59701e58e1b8166eceff8.jpg,300,300,Plastic-bottle,49,68,93,244
pl_bottle-162_jpg.rf.8a24a55ae6b59701e58e1b8166eceff8.jpg,300,300,Plastic-bottle,186,54,266,221
pl_bottle-162_jpg.rf.8a24a55ae6b59701e58e1b8166eceff8.jpg,300,300,Plastic-bottle,105,119,213,259
pl_bottle-162_jpg.rf.8a24a55ae6b59701e58e1b8166eceff8.jpg,300,300,Plastic-bottle,90,57,185,214
IMG_20200916_135023_mod_jpg.rf.bc8eb41d6156794c101332ea31606db5.jpg,300,300,Plastic-bottle,75,100,235,180
trash90_jpg.rf.1d4b482340515c22f6e11597ce12281f.jpg,300,300,Trash,43,34,282,208
40395194345_6c63667b7b_o-900x600_jpg.rf.d8be8e28432a031f40a1f3ff61a5c529.jpg,300,300,Cup,171,76,259,288
metal207can_jpg.rf.fe3a0fa24ef28cecb032fc374da21f34.jpg,300,300,Can,81,109,203,211
cup-100_jpg.rf.53a160cb422692dcdc66a0adc0a050df.jpg,300,300,Cup,76,100,188,204
kjiji_jpg.rf.2815bb9ecb96fbb77cfb9d7ec49198c8.jpg,300,300,Can,19,171,148,218
kjiji_jpg.rf.2815bb9ecb96fbb77cfb9d7ec49198c8.jpg,300,300,Can,19,78,149,124
kjiji_jpg.rf.2815bb9ecb96fbb77cfb9d7ec49198c8.jpg,300,300,Can,145,197,279,244
kjiji_jpg.rf.2815bb9ecb96fbb77cfb9d7ec49198c8.jpg,300,300,Can,147,150,275,196
kjiji_jpg.rf.2815bb9ecb96fbb77cfb9d7ec49198c8.jpg,300,300,Can,147,104,275,150
kjiji_jpg.rf.2815bb9ecb96fbb77cfb9d7ec49198c8.jpg,300,300,Can,17,125,145,171
kjiji_jpg.rf.2815bb9ecb96fbb77cfb9d7ec49198c8.jpg,300,300,Can,146,57,276,103
IMG_20200916_134824_mod_jpg.rf.d1b70cce2e664408ec3af287cb3e2202.jpg,300,300,Cup,96,135,212,241
pl_bottle-130_jpg.rf.cc5a957a065e8aca1b12b5041311ae05.jpg,300,300,Plastic-bottle,119,21,227,271
IMG_20200916_191225_mod_jpg.rf.46c5ddeb19e508e6c8985b25323ead7c.jpg,300,300,Cup,8,110,104,201
plastic75plastic_bottle_jpg.rf.3cd08306d6ddc14e1664ac2b0550c6a4.jpg,300,300,Plastic-bottle,66,83,300,256
cup-116_jpg.rf.03e48f4cd08d1b529cc5e045c6b1c745.jpg,300,300,Cup,34,101,223,237
IMG_20200916_135205_mod_jpg.rf.9c63062267a2e89ba68bb25c94ed1ff2.jpg,300,300,Plastic-bottle,59,62,160,196
fish-1663770_640_jpg.rf.0db9a89600b22f47799931d313c2a1b7.jpg,300,300,Plastic-bottle,127,59,177,85
trash9_jpg.rf.6216469e2caac202e9538aefe2d22bbc.jpg,300,300,Trash,58,70,224,223
plastic73plastic_bottle_jpg.rf.cf811716675c7c5d45da556f17b86fca.jpg,300,300,Plastic-bottle,2,107,266,203
trash68_jpg.rf.5a074e5cb8737291ad6c8ae6ffb7131e.jpg,300,300,Trash,58,124,226,218
trash44_jpg.rf.f52ba4ec2c5cbd39ef679bb73cbd087f.jpg,300,300,Trash,97,57,221,245
can-112_jpg.rf.36f325ff84943c7b71f48fbf86795714.jpg,300,300,Can,58,32,297,301
beercan_jpg.rf.8f7c11b0dd56739cc146db12fe7edf4f.jpg,300,300,Can,37,74,206,241
waste-1611123_640_jpg.rf.ad415375af1d48f7be304e781032667e.jpg,300,300,Cup,72,58,222,168
IMG_20200916_134857_mod_jpg.rf.deea4f41c88a6922f6bd3af7bc7f1184.jpg,300,300,Cup,90,122,232,218
IMG_20201004_164317_jpg.rf.03cb1d4d71337fc015cdde03e249f9e9.jpg,300,300,Cup,108,120,168,177
cup-161_jpg.rf.039bf8112d5caddce4c9b9d50214c0d6.jpg,300,300,Cup,92,73,198,137
Webcam-1600271985_mod_png.rf.9218cc41f0b956aef847dd6169990bdf.jpg,300,300,Cup,156,2,220,170
Webcam-1600271985_mod_png.rf.9218cc41f0b956aef847dd6169990bdf.jpg,300,300,Cup,263,2,301,62
IMG_20200916_191508_mod_jpg.rf.0e4f5065b49404486171ced9a77c909c.jpg,300,300,Cup,71,190,136,235
IMG_20200916_191508_mod_jpg.rf.0e4f5065b49404486171ced9a77c909c.jpg,300,300,Plastic-bottle,115,38,193,198
IMG_20200916_191508_mod_jpg.rf.0e4f5065b49404486171ced9a77c909c.jpg,300,300,Plastic-bottle,1,24,60,115
pl_bottle-242_jpg.rf.d45c9f748ff8058ae330015437a3ec54.jpg,300,300,Plastic-bottle,80,163,209,283
pl_bottle-242_jpg.rf.d45c9f748ff8058ae330015437a3ec54.jpg,300,300,Plastic-bottle,61,43,146,183
pl_bottle-242_jpg.rf.d45c9f748ff8058ae330015437a3ec54.jpg,300,300,Plastic-bottle,148,63,237,197
jnunicup_jpg.rf.53b82d8a53c94131e691372150fca1f6.jpg,300,300,Cup,52,49,208,154
IMG_20200916_134332_mod_jpg.rf.5f840e922206066be1f5821538ce9e34.jpg,300,300,Cup,109,16,186,94
IMG_20200916_134332_mod_jpg.rf.5f840e922206066be1f5821538ce9e34.jpg,300,300,Cup,123,142,189,208
IMG_20200916_134332_mod_jpg.rf.5f840e922206066be1f5821538ce9e34.jpg,300,300,Plastic-bottle,133,217,277,285
pollution-359015_640_jpg.rf.155af83fdfcd1acdcd6c82d5a683965b.jpg,300,300,Plastic-bottle,37,98,59,144
IMG_20200916_134915_mod_jpg.rf.3ab3e2c4c04687cd040250be8b6a204e.jpg,300,300,Cup,46,49,254,184
canette_jpg.rf.fd61902fa048b05a84de513af738ef15.jpg,300,300,Can,92,116,245,216
jni_jpg.rf.37dddb5d25ad0be8315c0a727df46fb4.jpg,300,300,Plastic-bottle,28,63,156,166
water-5501652_640_jpg.rf.3942fc61453988c05b19b55430b261a2.jpg,300,300,Plastic-bottle,14,24,262,239
IMG_20201004_164442_jpg.rf.233b7ddb7cb5267938ac0eb7332c5966.jpg,300,300,Can,130,121,160,183
cup-157_jpg.rf.a3160e7346b46fb9780260f0363ec150.jpg,300,300,Cup,238,225,273,259
metal18can_jpg.rf.ce0bb3fad25dbf2ff24a3bff4e6c491c.jpg,300,300,Can,69,114,210,208
garbage-100203_640_jpg.rf.576ca8f3c786094ce9da0317477ff4fe.jpg,300,300,Trash,95,36,153,78
garbage-100203_640_jpg.rf.576ca8f3c786094ce9da0317477ff4fe.jpg,300,300,Trash,189,117,290,207
garbage-100203_640_jpg.rf.576ca8f3c786094ce9da0317477ff4fe.jpg,300,300,Trash,128,174,170,232
garbage-100203_640_jpg.rf.576ca8f3c786094ce9da0317477ff4fe.jpg,300,300,Trash,104,254,128,271
garbage-100203_640_jpg.rf.576ca8f3c786094ce9da0317477ff4fe.jpg,300,300,Trash,22,145,128,219
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Can,71,199,181,235
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Cup,67,132,125,192
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Cup,129,25,214,90
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Cup,159,88,205,117
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Cup,151,145,223,203
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Cup,139,114,194,148
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Can,109,57,165,109
IMG_20200916_133326_mod_jpg.rf.d5f64a34d1203466eb4bba94a36a772f.jpg,300,300,Trash,10,127,74,187
trash124_jpg.rf.48cb2dd1d56d7183152251d71968fca2.jpg,300,300,Trash,33,84,271,238
beer-can-1945151_640_jpg.rf.07f41e6048cc8bb2ecac8104dd035fc6.jpg,300,300,Can,2,2,218,265
cans-3896253_640_jpg.rf.849ca72ce25db7868adfd018d3f4d9ad.jpg,300,300,Can,82,24,252,252
metal99can_jpg.rf.13b7efb2301a5e129e0397b4635470fc.jpg,300,300,Can,76,42,274,300
product-jpeg-500x500_jpg.rf.308772cbc0103acdf33dad4896035211.jpg,300,300,Plastic-bottle,24,149,246,281
product-jpeg-500x500_jpg.rf.308772cbc0103acdf33dad4896035211.jpg,300,300,Plastic-bottle,22,16,227,144
knom_jpg.rf.df9b1845cda0226ca25a576f8fe15255.jpg,300,300,Plastic-bottle,71,2,223,190
plastic106plastic_bottle_jpg.rf.61173f7ca922a0079d5af11870caba1a.jpg,300,300,Plastic-bottle,83,8,240,300
mask-5058930_640_jpg.rf.4cd65fcd4b36eb8fefc390eee3334481.jpg,300,300,Trash,66,64,241,199
trash30_jpg.rf.0b76839b3a9f1d9a176db3513e74af7b.jpg,300,300,Trash,2,37,252,215
pl_bottle-155_jpg.rf.f72c5dd96a08f5b0fad873fd0c512ca7.jpg,300,300,Plastic-bottle,7,43,70,297
IMG_20201004_164223_jpg.rf.a436a1736604f9637b4c61832bb4f6a0.jpg,300,300,Cup,108,91,165,183
cup-25_jpg.rf.e9ed466da2f4ef0274c1ceee9535df81.jpg,300,300,Cup,136,28,256,218
cup-25_jpg.rf.e9ed466da2f4ef0274c1ceee9535df81.jpg,300,300,Cup,12,86,124,245
IMG_20201004_114529_jpg.rf.32a9e4b62ca12d4ea0c979a4b045ab21.jpg,300,300,Can,105,84,189,228
IMG_20201004_164446_jpg.rf.c17d9cc2fdeb82a52e32753c081c1f14.jpg,300,300,Can,169,96,227,140
trash84_jpg.rf.348b2ae327e8bd5626fb1427e3396847.jpg,300,300,Trash,6,22,259,300
IMG_20200916_190937_mod_jpg.rf.746d0970113efec033f064e6c9af415e.jpg,300,300,Plastic-bottle,17,1,186,259
trash41_jpg.rf.d6ad2ef5b9bb91bb1f5d9778551d73e4.jpg,300,300,Trash,45,72,255,216
pl_bottle-39_jpg.rf.81751d63ed353ab2a3586912d1763ac1.jpg,300,300,Plastic-bottle,170,80,298,299
have-a-nice-day-4673649_640_jpg.rf.588f37686b3ee206bf47bddfeef2e6de.jpg,300,300,Trash,65,47,255,205
IMG_20200916_191049_mod_jpg.rf.0225a81e0c6f2bc257bcfd5f6c060e40.jpg,300,300,Plastic-bottle,53,97,230,163
girl-5205925_640_jpg.rf.ff7af390928f585a95615af5d2f8f673.jpg,300,300,Plastic-bottle,89,121,151,159
cup-117_jpg.rf.0bc9c7c7e6fcca20d2be88302a4519c1.jpg,300,300,Cup,100,103,198,169
metal129can_jpg.rf.caec477ff923629b0ff3731ba4877dc8.jpg,300,300,Can,62,109,300,235
cup-76_jpg.rf.65540f2337041bd1745e88d0a37e09fe.jpg,300,300,Cup,83,83,179,171
garbage-4113441_640_jpg.rf.96eccb21af4b5f62284818bf6d11f34c.jpg,300,300,Plastic-bottle,2,54,88,299
garbage-4113441_640_jpg.rf.96eccb21af4b5f62284818bf6d11f34c.jpg,300,300,Plastic-bottle,169,127,239,274
garbage-4113441_640_jpg.rf.96eccb21af4b5f62284818bf6d11f34c.jpg,300,300,Cup,85,65,155,175
